	taxonomy_0	taxonomy_1	taxonomy_2	taxonomy_3	taxonomy_4	taxonomy_5	taxonomy_6
2781952	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__sp. BDA59-3
2742653	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__sp. RHBSTW-00524
2742668	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__sp. RHBSTW-00887
2742678	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__sp. RHBSTW-01044
1827481	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__sp. ODB01
1851514	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Scandinavium	s__goeteborgense
51229	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Wigglesworthia	s__glossinidia
2609668	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__sp. C16S1
45610	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	s__urativorans
400668	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Marinomonas	s__sp. MWYL1
1727196	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylomonas	s__sp. DH-1
370405	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Gallionellaceae	g__Gallionella	s__capsiferriformans
1913578	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__sp. LPB0140
1633874	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acetobacter	s__oryzifermentans
265960	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Komagataeibacter	s__nataicola
224467	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Nautiliales	f__Nautiliaceae	g__	s__
194924	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__
1979344	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__sp. MDT1-60
2686366	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Algibacter	s__sp. L3A6
2686363	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Formosa	s__sp. L2A11
2735870	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Spirosoma	s__sp. TS118
1795355	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Echinicola	s__strongylocentroti
1129771	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__	s__
228745	k__Bacteria	p__Aquificae	c__Aquificae	o__Desulfurobacteriales	f__Desulfurobacteriaceae	g__Thermovibrio	s__ammonificans
475088	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanosphaerula	s__palustris
2188	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__voltae
351679	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Xenorhabdus	s__hominickii
190895	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__rotiferianus
45056	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__adelaidensis
1509244	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Holosporales	f__Caedimonadaceae	g__Candidatus Nucleicultrix	s__amoebiphila
1278212	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Arcobacter	s__suis
181663	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfococcus	s__oleovorans
2583989	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__sp. 17KM0847
665099	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Cytobacillus	s__oceanisediminis
1462996	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__yonginensis
1436084	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__sp. F12
1884634	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Candidatus Nanopelagicales	f__Candidatus Nanopelagicaceae	g__Candidatus Nanopelagicus	s__limnes
2562285	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Altibacter	s__sp. ALE3EI
2315862	k__Bacteria	p__Bacteroidetes	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Paraflavitalea	s__soli
379547	k__Archaea	p__Euryarchaeota	c__	o__	f__	g__Aciduliprofundum	s__boonei
334543	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	s__arcticus
1166130	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__sp. R4-368
40269	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Aliivibrio	s__salmonicida
2705547	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Caballeronia	s__sp. SBC2
176292	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Secundilactobacillus	s__Lactobacillus malefermentans
1193095	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Paucilactobacillus	s__Lactobacillus hokkaidonensis
255247	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Fictibacillus	s__arsenicus
1302659	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	s__versutus
1508404	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Jeotgalibacillus	s__malaysiensis
323449	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Pontibacter	s__
188932	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__cryoconitis
2237	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__
1357714	k__Viruses	p__Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Myoviridae	g__	s__Caulobacter phage Cr30
784	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__Orientia	s__tsutsugamushi
1737446	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Chitinibacter	s__fontanus
1988	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptosporangiales	f__Thermomonosporaceae	g__Actinomadura	s__
1783501	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__freudenreichii
856	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__varium
2725560	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kosakonia	s__sp. SMBL-WEM22
1871034	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionimicrobium	s__sp. Marseille-P3275
2051552	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__sp. PYR15
2079234	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__geronticis
1642299	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__alfalfae
147802	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__iners
1855336	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__sp. KT25b
1982292	k__Viruses	p__Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae	g__Pahexavirus	s__Propionibacterium virus PHL141N00
2587854	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Labrenzia	s__sp. THAF35
449	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__hackeliae
261524	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__liflandii
40567	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Actinosynnema	s__mirum
2737172	k__Bacteria	p__Cyanobacteria	c__	o__Synechococcales	f__Oculatellaceae	g__Thermoleptolyngbya	s__sp. PKUAC-SCTA183
1492737	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__gilvum
480520	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Myroides	s__profundi
28262	k__Bacteria	p__Nitrospirae	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__Thermodesulfovibrio	s__yellowstonii
1985182	k__Viruses	p__Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	g__Tsarbombavirus	s__Bacillus virus BCP78
935199	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__sp. p52
84032	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Hungateiclostridiaceae	g__Pseudoclostridium	s__thermosuccinogenes
1250205	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Gramella	s__sp. MAR_2010_147
1316941	k__Archaea	p__Euryarchaeota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus	s__sulfaticallidus
1982283	k__Viruses	p__Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae	g__Pahexavirus	s__Propionibacterium virus PHL095N00
2045200	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__sp. s211(2017)
2651048	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__sp. CFA
53413	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__axonopodis
1743162	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polynucleobacter	s__sp. LimPoW16
2268024	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ephemeroptericola	s__cinctiostellae
1980001	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Promicromonosporaceae	g__Cellulosimicrobium	s__sp. TH-20
1881022	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__sp. 2114.2
1571	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__ureae
1442557	k__Bacteria	p__Cyanobacteria	c__	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__sp. ROS8604
1505597	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Candidatus Blochmannia	s__Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus
2748863	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__sp. E222
1712516	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__baekrokdamisoli
240427	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Secundilactobacillus	s__Lactobacillus paracollinoides
2572090	k__Bacteria	p__Cyanobacteria	c__	o__Nostocales	f__Nostocaceae	g__Nostoc	s__sp. TCL240-02
274539	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__Chlorobiaceae	g__Chlorobaculum	s__parvum
826	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Sebaldella	s__termitidis
2239	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__
2263	k__Archaea	p__Euryarchaeota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__
1922327	k__Viruses	p__Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	g__Wphvirus	s__
1813613	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__	g__	s__Picornavirales Bu-3
1987479	k__Viruses	p__	c__	o__	f__Baculoviridae	g__Alphabaculovirus	s__Choristoneura murinana nucleopolyhedrovirus
1977566	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__sp. Crenshaw
2683272	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Hahellaceae	g__Spartinivicinus	s__ruber
622488	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	g__Francisella	s__hispaniensis
310575	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Advenella	s__kashmirensis
1674922	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Labrenzia	s__sp. CP4
788	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__Rickettsia	s__canadensis
2709784	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__sp. KH172YL63
44250	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__alvei
2724150	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Romboutsia	s__sp. CE17
1547	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelatoclostridium	s__ramosum
272131	k__Bacteria	p__Cyanobacteria	c__	o__Nostocales	f__Nostocaceae	g__Nostoc	s__punctiforme
585423	k__Bacteria	p__Cyanobacteria	c__	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__sp. KORDI-49
1206	k__Bacteria	p__Cyanobacteria	c__	o__Oscillatoriales	f__Microcoleaceae	g__Trichodesmium	s__erythraeum
171695	k__Bacteria	p__Thermodesulfobacteria	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Thermodesulfatator	s__indicus
1421	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Lysinibacillus	s__sphaericus
714067	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Thermoactinomycetaceae	g__Kroppenstedtia	s__eburnea
1847	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__
264686	k__Bacteria	p__Cyanobacteria	c__	o__Nostocales	f__Nostocaceae	g__Nostoc	s__edaphicum
1892252	k__Bacteria	p__Cyanobacteria	c__	o__Oscillatoriales	f__Microcoleaceae	g__	s__
2104	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__pneumoniae
675	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__cincinnatiensis
135616	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__	s__
1340425	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__Geobacter	s__anodireducens
2706887	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Marinilabiliales	f__Prolixibacteraceae	g__Draconibacterium	s__sp. M1
2358479	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__sp. DSM 106434
1729720	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Salegentibacter	s__sp. T436
1118202	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Cruoricaptor	s__ignavus
40834	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Borreliaceae	g__Borrelia	s__duttonii
129727	k__Viruses	p__Nucleocytoviricota	c__Pokkesviricetes	o__Chitovirales	f__Poxviridae	g__Parapoxvirus	s__Bovine papular stomatitis virus
2770322	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__sp. 169
2678688	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Pseudodesulfovibrio	s__sp. SRB007
2751171	k__Bacteria	p__Cyanobacteria	c__	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__sp. HK01-R
2005462	k__Bacteria	p__Cyanobacteria	c__	o__Nostocales	f__Calotrichaceae	g__Calothrix	s__sp. NIES-3974
459526	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__anhuiense
224719	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	s__sp. AbM4
328430	k__Viruses	p__Kitrinoviricota	c__Tolucaviricetes	o__Tolivirales	f__Luteoviridae	g__Polerovirus	s__Chickpea chlorotic stunt virus
2169746	k__Viruses	p__	c__	o__	f__Baculoviridae	g__Betabaculovirus	s__Mythimna unipuncta granulovirus B
2675773	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__	s__Enterobacteriaceae endosymbiont of Donacia cincticornis
1518149	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Colwelliaceae	g__Thalassotalea	s__
28110	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	g__Francisella	s__philomiragia
86106	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Holosporales	f__Holosporaceae	g__	s__endosymbiont of Acanthamoeba sp. UWC8
213	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__cinaedi
2071	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharothrix	s__
1364	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__piscium
1888915	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__haliotis
2507538	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muriicola	s__sp. MMS17-SY002
1933220	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__sp. B29
1234841	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	s__xinganensis
47466	k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Borreliaceae	g__Borrelia	s__miyamotoi
1718600	k__Viruses	p__Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae	g__Timquatrovirus	s__Mycobacterium phage Mufasa
2487150	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Metakosakonia	s__sp. MRY16-398
106648	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__bereziniae
1935204	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Aliarcobacter	s__[Arcobacter] porcinus
2725288	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Pseudodesulfovibrio	s__sp. zrk46
85030	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Geodermatophilales	f__Geodermatophilaceae	g__	s__
407035	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Salinicoccus	s__halodurans
2283194	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__sp. PTS2304
2068654	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__sp. JN500901
31909	k__Bacteria	p__Firmicutes	c__Clostridia	o__Halanaerobiales	f__Halanaerobiaceae	g__Halothermothrix	s__orenii
29554	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__canadense
28227	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__penetrans
2201181	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__sediminis
2058135	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Olleya	s__sp. Bg11-27
1100	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__Chlorobiaceae	g__Pelodictyon	s__luteolum
431057	k__Bacteria	p__Verrucomicrobia	c__Methylacidiphilae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__Methylacidiphilum	s__kamchatkense
1983106	k__Viruses	p__Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae	g__Coopervirus	s__Mycobacterium virus Adawi
592316	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Pantoea	s__sp. At-9b
2126069	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__sp. LBUM920
512649	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__azureus
1963023	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__sp. 44B
1584	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__delbrueckii
186828	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__	s__
830	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Butyrivibrio	s__
1263	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__
45361	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__conjunctivae
171282	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasmopsis	s__columboralis
52959	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__
